"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote","Exchange"
"GOV","Government Properties Income Trust","22.26","$1.58B","2009","Finance","Real Estate","http://www.nasdaq.com/symbol/gov","NASDAQ"
"GOVNI","Government Properties Income Trust","25.12","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/govni","NASDAQ"
"GPIA","GP Investments Acquisition Corp.","9.95","$214.55M","2015","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/gpia","NASDAQ"
"GPIAU","GP Investments Acquisition Corp.","10.15","n/a","2015","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/gpiau","NASDAQ"
"GPIAW","GP Investments Acquisition Corp.","0.5","n/a","2015","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/gpiaw","NASDAQ"
"LOPE","Grand Canyon Education, Inc.","71.04","$3.39B","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/lope","NASDAQ"
"GRVY","GRAVITY Co., Ltd.","19.85","$68.97M","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/grvy","NASDAQ"
"FULLL","Great Elm Capital Corp.","25.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fulll","NASDAQ"
"GECC","Great Elm Capital Corp.","11.31","$141.95M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gecc","NASDAQ"
"GEC","Great Elm Capital Group, Inc. ","3.275","$75.96M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/gec","NASDAQ"
"GLDD","Great Lakes Dredge & Dock Corporation","4.55","$278.49M","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/gldd","NASDAQ"
"GSBC","Great Southern Bancorp, Inc.","49.55","$694.03M","1989","Finance","Major Banks","http://www.nasdaq.com/symbol/gsbc","NASDAQ"
"GNBC","Green Bancorp, Inc.","16.9","$628.51M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/gnbc","NASDAQ"
"GRBK","Green Brick Partners, Inc.","10","$490.14M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/grbk","NASDAQ"
"GPP","Green Plains Partners LP","20.1","$639.19M","2015","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gpp","NASDAQ"
"GPRE","Green Plains, Inc.","24.15","$933.91M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gpre","NASDAQ"
"GCBC","Greene County Bancorp, Inc.","22.95","$195.13M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/gcbc","NASDAQ"
"GLRE","Greenlight Reinsurance, Ltd.","22.05","$823.93M","2007","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/glre","NASDAQ"
"GSUM","Gridsum Holding Inc.","12.92","$371.19M","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/gsum","NASDAQ"
"GRIF","Griffin Industrial Realty, Inc.","30.7863","$153.95M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/grif","NASDAQ"
"GRFS","Grifols, S.A.","19.315","$13.19B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/grfs","NASDAQ"
"GRPN","Groupon, Inc.","3.76","$2.11B","2011","Technology","Advertising","http://www.nasdaq.com/symbol/grpn","NASDAQ"
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V.","44.088","$2.16B","2006","Transportation","Aerospace","http://www.nasdaq.com/symbol/omab","NASDAQ"
"GGAL","Grupo Financiero Galicia S.A.","39.15","$5.09B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ggal","NASDAQ"
"GSIT","GSI Technology, Inc.","8.0499","$164.09M","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/gsit","NASDAQ"
"GSVC","GSV Capital Corp","4.5725","$101.42M","2011","n/a","n/a","http://www.nasdaq.com/symbol/gsvc","NASDAQ"
"GTXI","GTx, Inc.","4.4","$70.58M","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gtxi","NASDAQ"
"GTYH","GTY Technology Holdings, Inc.","9.9451","$548.97M","2016","Finance","Business Services","http://www.nasdaq.com/symbol/gtyh","NASDAQ"
"GTYHU","GTY Technology Holdings, Inc.","10.37","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/gtyhu","NASDAQ"
"GTYHW","GTY Technology Holdings, Inc.","1.1399","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/gtyhw","NASDAQ"
"GBNK","Guaranty Bancorp","24.25","$713.31M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gbnk","NASDAQ"
"GFED","Guaranty Federal Bancshares, Inc.","19.1627","$84.72M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gfed","NASDAQ"
"GUID","Guidance Software, Inc.","6.09","$198.94M","2006","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/guid","NASDAQ"
"GIFI","Gulf Island Fabrication, Inc.","10.35","$153.7M","1997","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gifi","NASDAQ"
"GURE","Gulf Resources, Inc.","1.85","$86.57M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gure","NASDAQ"
"GPOR","Gulfport Energy Corporation","17.23","$3.06B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gpor","NASDAQ"
"GWPH","GW Pharmaceuticals Plc","118.2","$2.98B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gwph","NASDAQ"
"GWGH","GWG Holdings, Inc","10.5","$60.69M","2014","Finance","Life Insurance","http://www.nasdaq.com/symbol/gwgh","NASDAQ"
"GYRO","Gyrodyne , LLC","21.01","$31.15M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/gyro","NASDAQ"
"HEES","H&E Equipment Services, Inc.","24.91","$886.19M","2006","n/a","n/a","http://www.nasdaq.com/symbol/hees","NASDAQ"
"HLG","Hailiang Education Group Inc.","9.05","$232.59M","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hlg","NASDAQ"
"HNRG","Hallador Energy Company","8.3","$244.13M","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/hnrg","NASDAQ"
"HALL","Hallmark Financial Services, Inc.","10.88","$202.55M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hall","NASDAQ"
"HALO","Halozyme Therapeutics, Inc.","12.6","$1.64B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/halo","NASDAQ"
"HBK","Hamilton Bancorp, Inc.","15.15","$51.65M","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hbk","NASDAQ"
"HLNE","Hamilton Lane Incorporated","18.34","$825.41M","2017","Finance","Investment Managers","http://www.nasdaq.com/symbol/hlne","NASDAQ"
"HBHC","Hancock Holding Company","45.05","$3.89B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbhc","NASDAQ"
"HBHCL","Hancock Holding Company","26.0823","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbhcl","NASDAQ"
"HNH","Handy & Harman Ltd.","27.03","$330.87M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/hnh","NASDAQ"
"HAFC","Hanmi Financial Corporation","29.65","$958.5M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hafc","NASDAQ"
"HQCL","Hanwha Q CELLS Co., Ltd. ","7.03","$590.63M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/hqcl","NASDAQ"
"HONE","HarborOne Bancorp, Inc.","19.17","$615.76M","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/hone","NASDAQ"
"HDNG","Hardinge Inc.","10.7","$138.32M","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hdng","NASDAQ"
"HLIT","Harmonic Inc.","5.55","$442.74M","1995","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/hlit","NASDAQ"
"HRMN","Harmony Merger Corp.","10.2374","$154.43M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hrmn","NASDAQ"
"HRMNU","Harmony Merger Corp.","10.8499","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hrmnu","NASDAQ"
"HRMNW","Harmony Merger Corp.","0.4999","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hrmnw","NASDAQ"
"HBIO","Harvard Bioscience, Inc.","2.525","$87.41M","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/hbio","NASDAQ"
"HCAP","Harvest Capital Credit Corporation","13.745","$87.96M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcap","NASDAQ"
"HCAPL","Harvest Capital Credit Corporation","25.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcapl","NASDAQ"
"HAS","Hasbro, Inc.","96.32","$12.04B","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/has","NASDAQ"
"HA","Hawaiian Holdings, Inc.","48.95","$2.63B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ha","NASDAQ"
"HCOM","Hawaiian Telcom Holdco, Inc.","24.21","$278.74M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/hcom","NASDAQ"
"HWKN","Hawkins, Inc.","47.1","$500.79M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/hwkn","NASDAQ"
"HWBK","Hawthorn Bancshares, Inc.","21.4","$120.17M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hwbk","NASDAQ"
"HAYN","Haynes International, Inc.","38.72","$484.4M","2007","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/hayn","NASDAQ"
"HDS","HD Supply Holdings, Inc.","40.8","$8.23B","2013","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hds","NASDAQ"
"HIIQ","Health Insurance Innovations, Inc.","17","$267.86M","2013","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/hiiq","NASDAQ"
"HCSG","Healthcare Services Group, Inc.","42.17","$3.07B","1983","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hcsg","NASDAQ"
"HQY","HealthEquity, Inc.","44.1","$2.63B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hqy","NASDAQ"
"HSTM","HealthStream, Inc.","24.06","$764.56M","2000","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/hstm","NASDAQ"
"HTLD","Heartland Express, Inc.","19.66","$1.64B","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/htld","NASDAQ"
"HTLF","Heartland Financial USA, Inc.","49.05","$1.28B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/htlf","NASDAQ"
"HTBX","Heat Biologics, Inc.","0.8101","$27.16M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/htbx","NASDAQ"
"HEBT","Hebron Technology Co., Ltd.","3.45","$58.65M","2016","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hebt","NASDAQ"
"HSII","Heidrick & Struggles International, Inc.","25.7","$479.84M","1999","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/hsii","NASDAQ"
"HELE","Helen of Troy Limited","91.2","$2.46B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hele","NASDAQ"
"HMNY","Helios and Matheson Analytics Inc","2.71","$15.88M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hmny","NASDAQ"
"HMTV","Hemisphere Media Group, Inc.","11.75","$501.74M","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/hmtv","NASDAQ"
"HNNA","Hennessy Advisors, Inc.","16.9","$129.94M","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/hnna","NASDAQ"
"HSIC","Henry Schein, Inc.","170.015","$13.46B","1995","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hsic","NASDAQ"
"HTBK","Heritage Commerce Corp","13.84","$525.15M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/htbk","NASDAQ"
"HFWA","Heritage Financial Corporation","24.35","$729.44M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hfwa","NASDAQ"
"HCCI","Heritage-Crystal Clean, Inc.","15.3","$352.08M","2008","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/hcci","NASDAQ"
"MLHR","Herman Miller, Inc.","32.3","$1.94B","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/mlhr","NASDAQ"
"HRTX","Heron Therapeutics, Inc.  ","14.4","$771.47M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hrtx","NASDAQ"
"HSKA","Heska Corporation","101.27","$716.59M","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/hska","NASDAQ"
"HIBB","Hibbett Sports, Inc.","29.1","$621.04M","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hibb","NASDAQ"
"SNLN","Highland/iBoxx Senior Loan ETF","18.6","$485.41M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/snln","NASDAQ"
"HPJ","Highpower International Inc","4.95","$74.93M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hpj","NASDAQ"
"HIHO","Highway Holdings Limited","4","$15.21M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hiho","NASDAQ"
"HIMX","Himax Technologies, Inc.","8.64","$1.49B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/himx","NASDAQ"
"HIFS","Hingham Institution for Savings","169","$360.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hifs","NASDAQ"
"HSGX","Histogenics Corporation","1.7801","$39.46M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hsgx","NASDAQ"
"HMNF","HMN Financial, Inc.","17.95","$80.69M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hmnf","NASDAQ"
"HMSY","HMS Holdings Corp","20.14","$1.68B","1992","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hmsy","NASDAQ"
"HOLI","Hollysys Automation Technologies, Ltd.","15.74","$948.49M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/holi","NASDAQ"
"HOLX","Hologic, Inc.","42.59","$11.9B","1990","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/holx","NASDAQ"
"HBCP","Home Bancorp, Inc.","33.5","$247.02M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hbcp","NASDAQ"
"HOMB","Home BancShares, Inc.","26.07","$3.74B","2006","Finance","Major Banks","http://www.nasdaq.com/symbol/homb","NASDAQ"
"HFBL","Home Federal Bancorp, Inc. of Louisiana","28.9","$56.46M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbl","NASDAQ"
"HMST","HomeStreet, Inc.","27.25","$731.3M","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/hmst","NASDAQ"
"HMTA","HomeTown Bankshares Corporation","9.864","$56.89M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hmta","NASDAQ"
"HTBI","HomeTrust Bancshares, Inc.","23.8","$428.42M","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/htbi","NASDAQ"
"HMU","HomeUnion Holdings Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hmu","NASDAQ"
"HOFT","Hooker Furniture Corporation","41.1","$475.23M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hoft","NASDAQ"
"HOPE","Hope Bancorp, Inc.","18.84","$2.55B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hope","NASDAQ"
"HFBC","HopFed Bancorp, Inc.","14.44","$96.99M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hfbc","NASDAQ"
"HBNC","Horizon Bancorp (IN)","26.13","$579.97M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbnc","NASDAQ"
"HZNP","Horizon Pharma plc","15.13","$2.46B","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hznp","NASDAQ"
"HRZN","Horizon Technology Finance Corporation","11.34","$130.56M","2010","n/a","n/a","http://www.nasdaq.com/symbol/hrzn","NASDAQ"
"DAX","Horizons DAX Germany ETF","26.8133","$16.09M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dax","NASDAQ"
"QYLD","Horizons NASDAQ-100 Covered Call ETF","23.231","$18.58M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qyld","NASDAQ"
"HDP","Hortonworks, Inc.","11.01","$686.59M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdp","NASDAQ"
"HPT","Hospitality Properties Trust","32.57","$5.35B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hpt","NASDAQ"
"TWNK","Hostess Brands, Inc.","15.505","$2.01B","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/twnk","NASDAQ"
"TWNKW","Hostess Brands, Inc.","2.67","n/a","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/twnkw","NASDAQ"
"HMHC","Houghton Mifflin Harcourt Company","10.85","$1.34B","2013","Consumer Services","Books","http://www.nasdaq.com/symbol/hmhc","NASDAQ"
"HWCC","Houston Wire & Cable Company","6.3","$103.99M","2006","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/hwcc","NASDAQ"
"HOVNP","Hovnanian Enterprises Inc","7.0326","$35.16M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hovnp","NASDAQ"
"HBMD","Howard Bancorp, Inc.","18.9","$184.53M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbmd","NASDAQ"
"HSNI","HSN, Inc.","37.7","$1.97B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hsni","NASDAQ"
"HTGM","HTG Molecular Diagnostics, Inc.","6.17","$49.68M","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/htgm","NASDAQ"
"HUBG","Hub Group, Inc.","40.525","$1.38B","1996","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/hubg","NASDAQ"
"HSON","Hudson Global, Inc.","1.28","$40.59M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/hson","NASDAQ"
"HDSN","Hudson Technologies, Inc.","6.525","$270.91M","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/hdsn","NASDAQ"
"HUNT","Hunter Maritime Acquisition Corp.","9.8","$189.26M","2017","Finance","Business Services","http://www.nasdaq.com/symbol/hunt","NASDAQ"
"HUNTU","Hunter Maritime Acquisition Corp.","10.18","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/huntu","NASDAQ"
"HUNTW","Hunter Maritime Acquisition Corp.","0.77","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/huntw","NASDAQ"
"HBAN","Huntington Bancshares Incorporated","13","$14.17B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hban","NASDAQ"
"HBANN","Huntington Bancshares Incorporated","25.35","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbann","NASDAQ"
"HBANO","Huntington Bancshares Incorporated","26.19","$20.87B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbano","NASDAQ"
"HBANP","Huntington Bancshares Incorporated","1370","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbanp","NASDAQ"
"HURC","Hurco Companies, Inc.","28.125","$185.71M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hurc","NASDAQ"
"HURN","Huron Consulting Group Inc.","42.5","$938.77M","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hurn","NASDAQ"
"HCM","Hutchison China MediTech Limited","19.8","$2.4B","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hcm","NASDAQ"
"HBP","Huttig Building Products, Inc.","8.12","$210.42M","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hbp","NASDAQ"
"HVBC","HV Bancorp, Inc.","14.06","$30.68M","2017","Finance","Major Banks","http://www.nasdaq.com/symbol/hvbc","NASDAQ"
"HYGS","Hydrogenics Corporation","7.575","$95.03M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hygs","NASDAQ"
"IDSY","I.D. Systems, Inc.","6.32","$89.01M","1999","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/idsy","NASDAQ"
"IAC","IAC/InterActiveCorp","74.68","$5.81B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/iac","NASDAQ"
"IKGH","Iao Kun Group Holding Company Limited","0.2699","$20.23M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/ikgh","NASDAQ"
"IBKC","IBERIABANK Corporation","78.2","$3.98B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkc","NASDAQ"
"IBKCO","IBERIABANK Corporation","27","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkco","NASDAQ"
"IBKCP","IBERIABANK Corporation","27.2132","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkcp","NASDAQ"
"ICAD","icad inc.","5.48","$88.54M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icad","NASDAQ"
"IEP","Icahn Enterprises L.P.","48.83","$7.61B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/iep","NASDAQ"
